0,0.9912109375
1,0.9892578125
2,0.99609375
3,0.9951171875
4,0.990234375
5,0.9921875
6,0.994140625
7,0.9970703125
8,0.9990234375
9,0.9990234375
10,0.99609375
11,0.9951171875
12,0.9951171875
13,0.994140625
14,0.9931640625
15,1.0
16,0.998046875
17,0.998046875
18,0.9970703125
19,0.9970703125
20,0.9970703125
21,0.9951171875
22,0.9912109375
23,0.9931640625
24,0.9951171875
25,0.9970703125
26,0.9970703125
27,0.9951171875
28,0.9921875
29,0.994140625
30,0.998046875
31,0.994140625
32,0.99609375
33,0.9951171875
34,0.994140625
35,0.9970703125
36,0.99609375
37,0.994140625
38,0.9990234375
39,0.9931640625
40,0.99609375
41,1.0
42,0.9931640625
43,0.9912109375
44,0.99609375
45,0.994140625
46,0.9951171875
47,0.998046875
48,0.99609375
49,0.9970703125
50,0.99609375
51,0.9970703125
52,0.9951171875
53,0.9970703125
54,0.9970703125
55,0.9970703125
56,0.9990234375
57,0.9990234375
58,0.9912109375
59,0.994140625
60,0.99609375
61,0.9951171875
62,0.99609375
63,0.994140625
64,0.9951171875
65,0.998046875
66,0.998046875
67,0.9990234375
68,0.9990234375
69,0.994140625
70,0.9921875
71,0.994140625
72,0.994140625
73,0.998046875
74,0.994140625
75,0.994140625
76,0.99609375
77,0.99609375
78,0.9990234375
79,0.994140625
80,0.9931640625
81,0.99609375
82,0.9951171875
83,0.9970703125
84,0.9951171875
85,0.9951171875
86,0.9951171875
87,0.994140625
88,0.9970703125
89,0.9931640625
90,0.99609375
91,0.9931640625
92,0.994140625
93,0.9990234375
94,0.9990234375
95,0.9931640625
96,0.9921875
97,0.9951171875
98,0.9921875
99,0.9931640625
100,0.9931640625
101,0.9951171875
102,0.9921875
103,0.994140625
104,0.994140625
105,0.9970703125
106,0.998046875
107,0.99609375
108,0.99609375
109,0.998046875
110,1.0
111,0.9990234375
112,0.9990234375
113,0.9970703125
114,0.9931640625
115,0.9931640625
116,0.99609375
117,0.9921875
118,0.994140625
119,0.9951171875
120,0.990234375
121,0.990234375
122,0.998046875
123,0.994140625
124,0.994140625
125,0.9990234375
126,0.994140625
127,0.99609375
128,0.994140625
129,0.9853515625
130,0.9873046875
131,0.994140625
132,0.9970703125
133,0.99609375
134,0.994140625
135,0.9931640625
136,0.998046875
137,0.994140625
138,0.9912109375
139,0.9931640625
140,0.9990234375
141,0.99609375
142,0.99609375
143,0.99609375
144,0.9951171875
145,0.994140625
146,0.9921875
147,0.99609375
148,0.994140625
149,0.994140625
150,0.998046875
151,0.9970703125
152,0.99609375
153,0.9951171875
154,0.9951171875
155,0.9970703125
156,0.99609375
